LOC128237006	uncharacterized LOC128237006
LOC128225429	uncharacterized LOC128225429
LOC128231890	uncharacterized protein C10orf67%2C mitochondrial-like
LOC128231902	uncharacterized LOC128231902
LOC128231921	uncharacterized LOC128231921
LOC128211273	uncharacterized LOC128211273
LOC128239437	uncharacterized LOC128239437
LOC128228677	uncharacterized LOC128228677
Trnaa-agc	transfer RNA alanine (anticodon AGC)
LOC128228319	uncharacterized LOC128228319
Trnaa-agc	transfer RNA alanine (anticodon AGC)
Trnaa-agc	transfer RNA alanine (anticodon AGC)
Trnaa-agc	transfer RNA alanine (anticodon AGC)
LOC128206521	uncharacterized LOC128206521
LOC128232290	integrin beta-PS-like
LOC128208106	uncharacterized LOC128208106
LOC128230858	uncharacterized LOC128230858
LOC128238617	myosin light chain kinase%2C smooth muscle-like
LOC128241036	uncharacterized LOC128241036
LOC128238899	uncharacterized LOC128238899
LOC128241004	uncharacterized LOC128241004
LOC128208830	membrane primary amine oxidase-like
LOC128240742	uncharacterized LOC128240742
LOC128240747	dual specificity protein phosphatase 19-like
LOC128225461	uncharacterized LOC128225461
LOC128237813	phospholipase B1%2C membrane-associated-like
LOC128234140	PAN2-PAN3 deadenylation complex catalytic subunit PAN2-like
LOC128236885	apoptosis regulator R1-like
LOC128225477	uncharacterized LOC128225477
LOC128237184	cation-dependent mannose-6-phosphate receptor-like
LOC128240737	transcription factor 15-like
LOC128239162	uncharacterized LOC128239162
LOC128235439	uncharacterized LOC128235439
LOC128239168	uncharacterized LOC128239168
LOC128239167	keratin-associated protein 5-9-like
LOC128208038	multiple epidermal growth factor-like domains protein 6
LOC128240321	pancreas transcription factor 1 subunit alpha-like
LOC128225493	uncharacterized LOC128225493
LOC128227218	uncharacterized LOC128227218
LOC128238841	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10%2C mitochondrial-like
LOC128238464	uncharacterized LOC128238464
LOC128238459	uncharacterized LOC128238459
LOC128237802	uncharacterized LOC128237802
LOC128239203	D-3-phosphoglycerate dehydrogenase-like
LOC128239454	corepressor interacting with RBPJ 1-like
LOC128238251	sulfotransferase 4A1-like
LOC128225525	5-hydroxytryptamine receptor 3A-like
LOC128225541	variable charge X-linked protein 3B-like
LOC128233539	parathyroid hormone/parathyroid hormone-related peptide receptor-like
LOC128225550	collagen alpha-1(XII) chain-like
LOC128233402	uncharacterized LOC128233402
LOC128233415	uncharacterized LOC128233415
LOC128233394	transmembrane cell adhesion receptor mua-3-like
LOC128233423	uncharacterized LOC128233423
LOC128240057	E3 ubiquitin-protein ligase HECW2-like
LOC128240118	BRCA1-associated RING domain protein 1-like
LOC128238944	uncharacterized LOC128238944
LOC128225558	mucin-5AC-like
LOC128231706	uncharacterized LOC128231706
LOC128238781	uncharacterized LOC128238781
LOC128230787	uncharacterized LOC128230787
LOC128229229	uncharacterized LOC128229229
LOC128232845	uncharacterized LOC128232845
LOC128232867	uncharacterized LOC128232867
LOC128231936	late secretory pathway protein AVL9 homolog
LOC128229209	uncharacterized LOC128229209
LOC128229223	uncharacterized LOC128229223
LOC128229219	BMP and activin membrane-bound inhibitor homolog
LOC128225566	PE-PGRS family protein PE_PGRS16-like
LOC128225574	uncharacterized LOC128225574
LOC128231409	late secretory pathway protein AVL9 homolog
LOC128225583	mitogen-activated protein kinase kinase kinase 20-like
LOC128237321	late secretory pathway protein AVL9 homolog
LOC128229667	uncharacterized LOC128229667
LOC128229681	uncharacterized LOC128229681
LOC128229675	BMP and activin membrane-bound inhibitor homolog
LOC128225586	paraneoplastic antigen Ma6E-like
LOC128225596	uncharacterized LOC128225596
LOC128233705	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7-like
LOC128233720	uncharacterized LOC128233720
LOC128226812	NACHT and WD repeat domain-containing protein 2-like
LOC128234500	protein Abitram-like
LOC128241015	growth/differentiation factor 8-like
LOC128206740	sorcin-like
LOC128242182	uncharacterized LOC128242182
LOC128233338	ceramide synthase 2-like
LOC128225621	uncharacterized LOC128225621
LOC128225631	uncharacterized LOC128225631
LOC128211370	uncharacterized LOC128211370
LOC128230165	protein LSM12-like
LOC128230147	solute carrier family 35 member F5-like
LOC128230122	uncharacterized LOC128230122
LOC128230174	uncharacterized LOC128230174
LOC128225638	E3 SUMO-protein ligase KIAA1586-like
LOC128232836	WD repeat-containing protein 74-like
LOC128239710	uncharacterized LOC128239710
LOC128239748	uncharacterized LOC128239748
LOC128225652	uncharacterized LOC128225652
LOC128239721	uncharacterized LOC128239721
LOC128239758	uncharacterized LOC128239758
LOC128239668	electroneutral sodium bicarbonate exchanger 1-like
LOC128239764	uncharacterized LOC128239764
LOC128239769	uncharacterized LOC128239769
LOC128239732	uncharacterized LOC128239732
LOC128239694	uncharacterized LOC128239694
LOC128225662	uncharacterized LOC128225662
LOC128241536	uncharacterized LOC128241536
LOC128244813	uncharacterized LOC128244813
LOC128237122	uncharacterized LOC128237122
LOC128225672	uncharacterized LOC128225672
LOC128217225	uncharacterized LOC128217225
LOC128229317	vesicle-trafficking protein SEC22a-like
LOC128225683	uncharacterized LOC128225683
LOC128229329	uncharacterized LOC128229329
LOC128231766	hydroxyacylglutathione hydrolase%2C mitochondrial-like
LOC128225693	uncharacterized LOC128225693
LOC128238591	integrin alpha-PS5-like
LOC128229452	cytochrome c-like
LOC128229468	uncharacterized LOC128229468
LOC128229427	telomere-associated protein RIF1-like
LOC128229510	uncharacterized LOC128229510
LOC128229479	uncharacterized LOC128229479
LOC128240363	uncharacterized phosphotransferase YvkC-like
LOC128240398	reticulophagy regulator 3-like
LOC128240407	tubulin gamma-1 chain
LOC128240418	uncharacterized LOC128240418
LOC128240464	uncharacterized LOC128240464
LOC128240456	60S ribosomal protein L37a
LOC128240426	cytoplasmic 60S subunit biogenesis factor ZNF622-like
LOC128233610	putative sodium-coupled neutral amino acid transporter 11
LOC128229362	uncharacterized LOC128229362
LOC128229370	GTP-binding protein 10-like
LOC128225704	uncharacterized LOC128225704
LOC128225715	uncharacterized LOC128225715
LOC128237822	uncharacterized LOC128237822
LOC128239250	uncharacterized LOC128239250
LOC128231740	dnaJ homolog subfamily C member 28-like
LOC128239902	mitochondrial ribosome-associated GTPase 1-like
LOC128231217	citrate synthase%2C mitochondrial-like
LOC128209453	uncharacterized LOC128209453
LOC128230103	integrin alpha-9-like
LOC128230118	E3 SUMO-protein ligase ZBED1-like
LOC128225726	5-hydroxytryptamine receptor-like
LOC128237482	5-hydroxytryptamine receptor 1D-like
Trnaq-cug	transfer RNA glutamine (anticodon CUG)
LOC128225737	protein rtoA-like
LOC128230535	ras-related protein M-Ras-like
LOC128206627	adenylate cyclase type 6-like
LOC128232441	tubulin alpha-1 chain-like
LOC128205782	pyridoxal phosphate phosphatase PHOSPHO2-like
LOC128243485	cilia- and flagella- associated protein 210-like
LOC128232355	post-GPI attachment to proteins factor 3-like
LOC128232342	E3 ubiquitin-protein ligase TRIM56-like
LOC128216635	uncharacterized LOC128216635
LOC128216548	RNA-binding protein 45-like
LOC128216800	kielin/chordin-like protein
LOC128216715	uncharacterized LOC128216715
Trnah-gug	transfer RNA histidin (anticodon GUG)
LOC128233349	secernin-1-like
Trnah-gug	transfer RNA histidin (anticodon GUG)
LOC128225757	uncharacterized LOC128225757
LOC128225768	uncharacterized LOC128225768
LOC128225779	mucin-13-like
LOC128225790	uncharacterized LOC128225790
LOC128234216	secernin-2-like
LOC128225802	uncharacterized LOC128225802
LOC128234562	uncharacterized LOC128234562
LOC128208961	nuclease EXOG%2C mitochondrial-like
LOC128234149	cobalamin trafficking protein CblD-like
LOC128234668	mitochondrial protein C2orf69-like
LOC128237373	serine/threonine-protein kinase Nek10-like
LOC128229420	uncharacterized LOC128229420
LOC128225813	uncharacterized LOC128225813
LOC128234617	tubulin monoglutamylase TTLL4-like
LOC128234644	cAMP-responsive element modulator-like
LOC128233908	COMM domain-containing protein 3-like
LOC128225823	uncharacterized protein K02A2.6-like
LOC128225844	uncharacterized LOC128225844
LOC128240847	uncharacterized LOC128240847
LOC128240793	uncharacterized LOC128240793
LOC128225855	uncharacterized LOC128225855
LOC128233643	cytochrome P450 3A24-like
LOC128233649	cytochrome P450 3A24-like
LOC128225864	polypeptide N-acetylgalactosaminyltransferase 5-like
LOC128240036	uncharacterized LOC128240036
LOC128232874	polypeptide N-acetylgalactosaminyltransferase 5-like
LOC128234588	prostatic acid phosphatase-like
Trnat-agu	transfer RNA threonine (anticodon AGU)
Trnat-agu	transfer RNA threonine (anticodon AGU)
LOC128225875	uncharacterized LOC128225875
LOC128235547	ecdysone receptor-like
LOC128235558	uncharacterized LOC128235558
LOC128240256	kelch-like protein 10
LOC128227871	uncharacterized LOC128227871
LOC128238690	uncharacterized protein DDB_G0274171-like
LOC128239190	multiple epidermal growth factor-like domains protein 11
LOC128211826	uncharacterized LOC128211826
LOC128225886	M-phase inducer phosphatase 1-like
LOC128225896	M-phase inducer phosphatase 1-like
LOC128225907	M-phase inducer phosphatase 1-like
LOC128225917	M-phase inducer phosphatase 1-like
LOC128225927	M-phase inducer phosphatase 1-like
LOC128225938	M-phase inducer phosphatase 1-like
LOC128225948	M-phase inducer phosphatase 1-like
LOC128225959	M-phase inducer phosphatase 1-like
LOC128225971	M-phase inducer phosphatase 1-like
LOC128225981	M-phase inducer phosphatase 1-like
LOC128234484	M-phase inducer phosphatase 1-like
LOC128234410	M-phase inducer phosphatase 1-like
LOC128234395	serine/threonine-protein kinase fray2-like
LOC128213627	protein suppressor 2 of zeste-like
LOC128232986	muscle M-line assembly protein unc-89-like
LOC128209030	solute carrier family 28 member 3-like
LOC128235680	sodium-dependent glucose transporter 1-like
LOC128225991	circumsporozoite protein-like
LOC128238007	PDF receptor-like
LOC128205606	uncharacterized LOC128205606
LOC128240881	uncharacterized LOC128240881
LOC128202677	uncharacterized LOC128202677
LOC128226011	uncharacterized LOC128226011
LOC128225970	cytochrome P450 3A24-like
LOC128235279	cytochrome P450 3A24-like
LOC128226019	polypeptide N-acetylgalactosaminyltransferase 5-like
LOC128246354	uncharacterized LOC128246354
LOC128238208	uncharacterized LOC128238208
LOC128226030	tigger transposable element-derived protein 4-like
LOC128238196	polypeptide N-acetylgalactosaminyltransferase 5-like
LOC128236782	lysosomal acid phosphatase-like
LOC128233846	ecdysone receptor-like
LOC128228616	uncharacterized LOC128228616
LOC128226051	kelch-like protein 10
LOC128238565	uncharacterized LOC128238565
LOC128239276	uncharacterized protein DDB_G0274171-like
LOC128235106	cell death abnormality protein 1-like
LOC128234099	uncharacterized LOC128234099
LOC128226061	M-phase inducer phosphatase-like
LOC128226072	M-phase inducer phosphatase 1-like
LOC128226083	M-phase inducer phosphatase 1-like
LOC128226093	M-phase inducer phosphatase 1-like
LOC128228843	uncharacterized LOC128228843
LOC128226103	M-phase inducer phosphatase 1-like
LOC128226114	M-phase inducer phosphatase 1-like
LOC128226122	M-phase inducer phosphatase 1-like
LOC128226131	M-phase inducer phosphatase 1-like
LOC128226139	M-phase inducer phosphatase 1-like
LOC128226150	M-phase inducer phosphatase 1-like
LOC128226169	M-phase inducer phosphatase 1-like
LOC128226180	M-phase inducer phosphatase 1-like
LOC128226190	M-phase inducer phosphatase 1-like
LOC128236305	M-phase inducer phosphatase 1-like
LOC128236303	serine/threonine-protein kinase fray2-like
LOC128239240	uncharacterized LOC128239240
LOC128233751	uncharacterized LOC128233751
LOC128234571	solute carrier family 28 member 3-like
LOC128228525	sodium-dependent glucose transporter 1-like
LOC128226201	melanoma-associated antigen E1-like
LOC128238096	PDF receptor-like
LOC128209985	uncharacterized LOC128209985
LOC128231495	solute carrier family 28 member 3-like
LOC128226232	uncharacterized LOC128226232
LOC128235431	probable hydrolase PNKD
LOC128227464	very low-density lipoprotein receptor-like
LOC128228724	lectin BRA-3-like
LOC128229011	parathyroid hormone 2 receptor-like
LOC128226264	uncharacterized protein K02A2.6-like
LOC128226273	uncharacterized LOC128226273
LOC128226284	uncharacterized LOC128226284
LOC128236079	low-density lipoprotein receptor-related protein-like
LOC128237560	galactose-3-O-sulfotransferase 3-like
LOC128208894	probable hydrolase PNKD
LOC128215550	uncharacterized LOC128215550
LOC128226295	perlucin-like protein
LOC128233826	uncharacterized LOC128233826
LOC128231059	dentin sialophosphoprotein-like
LOC128231111	uncharacterized LOC128231111
LOC128231123	uncharacterized LOC128231123
LOC128231078	ankyrin repeat and SOCS box protein 11-like
LOC128231069	uncharacterized LOC128231069
LOC128242575	UDP-N-acetylglucosamine transferase subunit ALG13 homolog
LOC128240722	pyridoxine-5'-phosphate oxidase-like
LOC128226312	polycystic kidney disease protein 1-like 2
LOC128226323	neurogenic locus notch homolog protein 1-like
LOC128237179	uncharacterized LOC128237179
LOC128235784	uncharacterized LOC128235784
LOC128226334	uncharacterized protein K02A2.6-like
LOC128226345	uncharacterized LOC128226345
LOC128215906	uncharacterized LOC128215906
LOC128242244	phospholipid scramblase 2-like
LOC128240829	uncharacterized LOC128240829
LOC128226356	protein disulfide-isomerase A4-like
LOC128226367	multiple epidermal growth factor-like domains protein 6
LOC128226378	polycystic kidney disease protein 1-like 2
LOC128232466	uncharacterized LOC128232466
LOC128244468	17-beta-hydroxysteroid dehydrogenase type 6-like
LOC128244563	17-beta-hydroxysteroid dehydrogenase type 6-like
LOC128229129	serine/threonine-protein kinase/endoribonuclease IRE1-like
LOC128237301	17-beta-hydroxysteroid dehydrogenase type 6-like
LOC128226410	uncharacterized LOC128226410
LOC128226420	fibropellin-1-like
LOC128238387	uncharacterized LOC128238387
LOC128229389	uncharacterized LOC128229389
LOC128232062	uncharacterized LOC128232062
LOC128232030	uncharacterized LOC128232030
LOC128232049	uncharacterized LOC128232049
LOC128226441	corticotropin-releasing factor receptor 2-like
LOC128232057	uncharacterized LOC128232057
LOC128226450	uncharacterized LOC128226450
LOC128232043	uncharacterized LOC128232043
LOC128232036	uncharacterized LOC128232036
LOC128226458	protocadherin alpha-1-like
LOC128226465	calcitonin gene-related peptide type 1 receptor-like
LOC128226476	calcitonin gene-related peptide type 1 receptor-like
LOC128226484	calcitonin gene-related peptide type 1 receptor-like
LOC128226493	calcitonin gene-related peptide type 1 receptor-like
LOC128239850	calcitonin gene-related peptide type 1 receptor-like
LOC128246538	uncharacterized LOC128246538
LOC128235863	calcitonin gene-related peptide type 1 receptor-like
LOC128234463	calcitonin gene-related peptide type 1 receptor-like
LOC128235653	calcitonin gene-related peptide type 1 receptor-like
LOC128226513	uncharacterized LOC128226513
LOC128239840	calcitonin gene-related peptide type 1 receptor-like
LOC128226520	calcitonin gene-related peptide type 1 receptor-like
LOC128226526	uncharacterized LOC128226526
LOC128226534	52 kDa repressor of the inhibitor of the protein kinase-like
LOC128234048	excitatory amino acid transporter 1-like
LOC128210588	complement C1q tumor necrosis factor-related protein 3-like
LOC128244732	peroxisomal bifunctional enzyme-like
LOC128214430	F-box/LRR-repeat protein 4-like
LOC128214305	RING finger protein nhl-1-like
LOC128213083	fibrinogen C domain-containing protein 1-like
LOC128226542	uncharacterized LOC128226542
LOC128233082	uncharacterized LOC128233082
LOC128226550	apelin receptor-like
LOC128237142	uncharacterized LOC128237142
LOC128226558	uncharacterized LOC128226558
LOC128226566	uncharacterized LOC128226566
LOC128230308	dynein heavy chain domain-containing protein 1-like
LOC128232517	RNA binding protein fox-1 homolog 1-like
LOC128238440	ceramide kinase-like protein
LOC128234182	protein wech-like
LOC128234189	uncharacterized LOC128234189
